,name,rating,review,ctype,hq,old,employees
9165,Krishna Constructi...,4.3,(41 Reviews),New Delhi + 14 more,34 years old,,
9166,Espirit Toyota,4.5,(41 Reviews),Private,New Delhi + 6 more,13 years old,1k-5k employees (Global)
9167,Patel Integrated L...,3.8,(41 Reviews),Public,Mumbai + 10 more,63 years old,1k-5k employees (Global)
9168,Rajasthan Antibiot...,3.5,(41 Reviews),New Delhi + 4 more,31 years old,201-500 employees (Global),
9169,Ford Technology Se...,4.0,(41 Reviews),Private,"Dearborn,Michigan + 2 more",27 years old,201-500 employees (India)
9170,Visa,3.8,(41 Reviews),Public,"Foster City,California + 1 more",64 years old,10k-50k employees (Global)
9171,PL Engineering,4.3,(41 Reviews),Private,Gurugram + 6 more,34 years old,11-50 employees (Global)
9172,Ample Softech Syst...,4.4,(41 Reviews),Private,Pune,19 years old,51-200 employees (India)
9173,Dtss,3.9,(41 Reviews),Bengaluru + 11 more,14 years old,10k-50k employees (Global),
9174,Gadre Marine Expor...,4.0,(41 Reviews),Ratnagiri + 5 more,44 years old,10k-50k employees (Global),
9175,Nandan Petrochem,3.2,(41 Reviews),Public,"Mumbai,Maharashtra + 7 more",30 years old,201-500 employees (Global)
9176,Trinity Touch,3.1,(41 Reviews),Private,New Delhi + 5 more,24 years old,501-1k employees (Global)
9177,Panasonic Energy I...,4.0,(41 Reviews),Public,Vadodara + 9 more,50 years old,501-1k employees (Global)
9178,Blue Consulting,4.1,(41 Reviews),Private,Noida + 2 more,17 years old,51-200 employees (Global)
9179,Bright Brothers,3.1,(41 Reviews),Public,Thane + 3 more,75 years old,
9180,Aqua Tech Systems,3.9,(41 Reviews),Private,"Canonsburg,PA + 5 more",41 years old,11-50 employees (India)
9181,PRG BUILDCON,4.1,(41 Reviews),Private,Hyderabad + 2 more,8 years old,201-500 employees (Global)
9182,Dtss,3.9,(41 Reviews),Bengaluru + 11 more,14 years old,10k-50k employees (Global),
9183,Rama group,3.6,(41 Reviews),Private,"Pune,Maharashtra + 12 more",32 years old,201-500 employees (Global)
9184,Ib Automation Engi...,2.2,(41 Reviews),Private,Pune + 2 more,22 years old,
9185,Visa,3.8,(41 Reviews),Public,"Foster City,California + 1 more",64 years old,10k-50k employees (Global)
9186,Network Bulls,4.0,(41 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",13 years old,51-200 employees (Global)
9187,ARCOP Associates,3.3,(41 Reviews),Private,New Delhi + 3 more,52 years old,201-500 employees (Global)
9188,Shiv Nadar Univers...,4.4,(41 Reviews),Private,"Noida,Uttar Pradesh + 6 more",11 years old,501-1k employees (India)
9189,Espirit Toyota,4.5,(41 Reviews),Private,New Delhi + 6 more,13 years old,1k-5k employees (Global)
9190,United Electronics...,4.7,(41 Reviews),Private,Al-Khobar + 12 more,19 years old,11-50 employees (India)
9191,Dangee Dums,3.2,(41 Reviews),Public,"Ahmedabad,Gujarat + 1 more",11 years old,501-1k employees (Global)
9192,Laxmi Enterprises,4.1,(41 Reviews),Pune + 20 more,8 years old,,
9193,Dit University,2.7,(41 Reviews),Private,Dehradun + 2 more,24 years old,501-1k employees (Global)
9194,FIL Industries,4.1,(41 Reviews),"Delhi/NCR,Delhi + 3 more",33 years old,501-1k employees (Global),
9195,NHK Automotive Com...,3.7,(41 Reviews),Aurangabad,37 years old,201-500 employees (Global),
9196,ImpactQA,3.8,(41 Reviews),Private,"New York,NY",11 years old,201-500 employees (Global)
9197,Arki Techno Consul...,3.1,(41 Reviews),Private,Bhubaneswar + 7 more,15 years old,201-500 employees (Global)
9198,Continental Carbon...,4.2,(41 Reviews),Private,Ghaziabad,22 years old,
9199,Lam Research,4.1,(41 Reviews),Private,"Fremont,California",42 years old,10k-50k employees (Global)
9200,Ford Technology Se...,4.0,(41 Reviews),Private,"Dearborn,Michigan + 2 more",27 years old,201-500 employees (India)
9201,Easun Reyrolle,2.6,(41 Reviews),Public,"Hosur,Tamil Nadu + 3 more",48 years old,201-500 employees (Global)
9202,PL Engineering,4.3,(41 Reviews),Private,Gurugram + 6 more,34 years old,11-50 employees (Global)
9203,Apalya Technologie...,4.2,(41 Reviews),Hyderabad,17 years old,201-500 employees (India),
9204,Ample Softech Syst...,4.4,(41 Reviews),Private,Pune,19 years old,51-200 employees (India)
9205,APTRON Solutions,3.9,(41 Reviews),Private,"Noida,Uttar Pradesh + 2 more",19 years old,51-200 employees (Global)
9206,Finearc Systems,4.0,(41 Reviews),Private,Pune,36 years old,51-200 employees (Global)
9207,Pacifica Companies,4.0,(41 Reviews),Private,"Ahmedabad,Gujarat + 3 more",44 years old,5k-10k employees (Global)
9208,Eminence Softech,3.8,(41 Reviews),Private,New Delhi + 8 more,19 years old,
9209,SZI Technologies,2.6,(41 Reviews),Private,"Kolkata,West Bengal",12 years old,51-200 employees (Global)
9210,Danube Group,3.8,(41 Reviews),Dubai + 6 more,29 years old,1k-5k employees (Global),
9211,Galaxy Group,4.1,(41 Reviews),Noida + 8 more,14 years old,51-200 employees (Global),
9212,Gina Engineering C...,3.5,(41 Reviews),"Bangalore/Bengaluru,Karnataka + 3 more",58 years old,,
9213,Ravi Infrabuild Pr...,4.0,(41 Reviews),Private,Udaipur + 6 more,13 years old,501-1k employees (Global)
9214,Pragmasys Consulti...,3.6,(41 Reviews),LLP,"Pune,Maharashtra + 4 more",12 years old,51-200 employees (Global)
9215,Ambica Steels,4.2,(41 Reviews),New Delhi + 2 more,52 years old,501-1k employees (Global),
9216,Zydus Animal Healt...,4.0,(41 Reviews),Ahmedabad + 8 more,22 years old,11-50 employees (India),
9217,Madhav Infra Proje...,3.4,(41 Reviews),Public,Vadodara + 7 more,12 years old,501-1k employees (Global)
9218,Shuttl,3.6,(41 Reviews),Private,Gurgaon + 6 more,7 years old,201-500 employees (India)
9219,Steelcase Asia Pac...,3.9,(41 Reviews),Private,Grand Rapids + 5 more,110 years old,10k-50k employees (Global)
9220,Orb Energy,4.5,(41 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 11 more",16 years old,201-500 employees (Global)
9221,Mantri Metallics,4.1,(41 Reviews),Kolhapur + 1 more,27 years old,1k-5k employees (Global),
9222,Tekshapers Softwar...,3.3,(41 Reviews),Private,Troy + 1 more,13 years old,501-1k employees (Global)
9223,Dlecta Foods,3.8,(41 Reviews),"Mumbai,Maharashtra + 9 more",21 years old,,
9224,Remsons Industries,3.4,(41 Reviews),Public,Mumbai + 5 more,63 years old,51-200 employees (Global)
9225,Shiv-Vani Oil & Ga...,3.6,(41 Reviews),Private,New Delhi + 10 more,33 years old,1k-5k employees (Global)
9226,Indusind Media & C...,3.2,(41 Reviews),Private,Mumbai + 8 more,28 years old,1k-5k employees (Global)
9227,Christ Nishotech W...,4.6,(41 Reviews),Private,Navi Mumbai + 2 more,37 years old,51-200 employees (India)
9228,Good Shepherd Inte...,3.9,(41 Reviews),Private,Ootacamund + 7 more,45 years old,201-500 employees (Global)
9229,Cement Corporation...,4.2,(41 Reviews),New Delhi + 8 more,57 years old,,
9230,Sound Castings,4.0,(41 Reviews),Private,Kolhapur + 3 more,34 years old,501-1k employees (Global)
9231,Synchroserve Globa...,3.3,(41 Reviews),"Hyderabad/Secunderabad,Telangana + 8 more",14 years old,51-200 employees (Global),
9232,Krishna Constructi...,4.3,(41 Reviews),New Delhi + 14 more,34 years old,,
9233,Magnum Mi Steel,3.7,(41 Reviews),Bawal + 3 more,20 years old,,
9234,Lakshmi Electrical...,3.4,(41 Reviews),Public,Coimbatore,41 years old,201-500 employees (Global)
9235,Omnitech InfoSolut...,3.7,(41 Reviews),Public,"Mumbai,Maharashtra + 9 more",35 years old,10k-50k employees (Global)
9236,Apttus,4.4,(41 Reviews),Private,"San Mateo,California + 3 more",16 years old,501-1k employees (Global)
9237,Reliance Media Wor...,4.6,(41 Reviews),Private,Mumbai + 15 more,47 years old,11-50 employees (Global)
9238,Haldor Topsoe,4.1,(41 Reviews),Private,Kongens Lyngby + 1 more,82 years old,1k-5k employees (Global)
9239,Satguru Holidays,2.7,(41 Reviews),"Dubai,Dubai + 7 more",33 years old,1k-5k employees (Global),
9240,Lazer Ken It Servi...,3.9,(41 Reviews),Private,Gurgaon + 1 more,16 years old,201-500 employees (Global)
9241,Almoayed Group,3.7,(41 Reviews),Private,Manama + 3 more,40 years old,
9242,Godavari Biorefine...,4.4,(41 Reviews),Mumbai + 5 more,83 years old,1k-5k employees (Global),
9243,Lubi Electronics,4.0,(41 Reviews),"Ahmedabad,Gujarat + 7 more",57 years old,1k-5k employees (Global),
9244,Firstsource Labora...,4.3,(41 Reviews),Hyderabad + 10 more,11 years old,51-200 employees (India),
9245,Stellar Group,4.1,(41 Reviews),Private,Noida + 6 more,26 years old,201-500 employees (Global)
9246,Nightingales Home ...,3.7,(41 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",26 years old,1k-5k employees (Global)
9247,Finearc Systems,4.0,(41 Reviews),Private,Pune,36 years old,51-200 employees (Global)
9248,Sree Metaliks,4.1,(41 Reviews),Public,Kolkata + 5 more,27 years old,5k-10k employees (Global)
9249,Threads India,4.0,(41 Reviews),Kanpur + 5 more,39 years old,,
9250,Kich Architectural...,3.3,(41 Reviews),"Rajkot,Gujarat + 9 more",19 years old,501-1k employees (Global),
9251,Awfis,4.0,(41 Reviews),Private,Delhi + 8 more,7 years old,501-1k employees (India)
9252,Systems Plus Trans...,4.3,(41 Reviews),Private,Mumbai,201-500 employees (Global),
9253,Unimrkt Research,3.1,(41 Reviews),New York,13 years old,51-200 employees (Global),
9254,Sun Pharma Advance...,4.2,(41 Reviews),Public,Mumbai + 4 more,16 years old,201-500 employees (Global)
9255,Millennium Semicon...,4.0,(41 Reviews),Private,Pune + 3 more,27 years old,51-200 employees (India)
9256,Easun Reyrolle,2.6,(41 Reviews),Public,"Hosur,Tamil Nadu + 3 more",48 years old,201-500 employees (Global)
9257,Entigrity Solution...,4.7,(41 Reviews),New York + 2 more,,,
9258,TDI Infrastructure,3.1,(41 Reviews),Public,"Delhi/NCR,Delhi + 5 more",25 years old,
9259,Mayfair Housing,3.1,(41 Reviews),Private,"Mumbai,Maharashtra + 1 more",58 years old,51-200 employees (Global)
9260,AIMS,3.9,(41 Reviews),Private,Vienna + 17 more,18 years old,201-500 employees (Global)
9261,Tokheim,4.4,(41 Reviews),Private,Dundee + 11 more,124 years old,1k-5k employees (Global)
9262,Lam Research,4.1,(41 Reviews),Private,"Fremont,California",42 years old,10k-50k employees (Global)
9263,Sree Vidyanikethan...,2.9,(41 Reviews),Private,Tirupati + 2 more,26 years old,201-500 employees (Global)
9264,Dataman Computer S...,3.4,(41 Reviews),Kanpur + 4 more,32 years old,201-500 employees (Global),
9265,ImpactQA,3.8,(41 Reviews),Private,"New York,NY",11 years old,201-500 employees (Global)
9266,Blue Circle Organi...,3.4,(41 Reviews),Private,Mumbai + 5 more,53 years old,201-500 employees (Global)
9267,Nicco Engineering ...,3.7,(41 Reviews),Public,Kolkata + 7 more,42 years old,201-500 employees (Global)
9268,M+W Group,4.1,(41 Reviews),Private,Stuttgart + 6 more,110 years old,5k-10k employees (Global)
9269,Harrisons Malayala...,4.4,(41 Reviews),Public,"Kochi/Cochin,Kerala + 5 more",178 years old,501-1k employees (India)
9270,Haigreeva Infratec...,3.6,(41 Reviews),Public,Visakhapatnam + 10 more,21 years old,
9271,Sacred Heart Schoo...,4.6,(41 Reviews),Private,"Yankton,SD (US) + 16 more",51-200 employees (India),
9272,Modern Informatics,3.4,(41 Reviews),Private,"Navi Mumbai,Maharashtra + 5 more",11 years old,201-500 employees (Global)
9273,Rural Development ...,4.4,(41 Reviews),Ananthapuram + 4 more,53 years old,1k-5k employees (Global),
9274,Ankit Metal & Powe...,3.9,(41 Reviews),Kolkata + 3 more,20 years old,11-50 employees (Global),
9275,Bray Controls,3.3,(41 Reviews),Private,Houston + 3 more,36 years old,1k-5k employees (Global)
9276,StemCyte India The...,2.7,(41 Reviews),Gandhinagar + 8 more,14 years old,51-200 employees (Global),
9277,Flexsin Technologi...,3.0,(41 Reviews),Private,"Noida,Uttar Pradesh",14 years old,201-500 employees (Global)
9278,Winjit Technologie...,3.5,(41 Reviews),Private,Nashik + 2 more,18 years old,201-500 employees (Global)
9279,The Tree House,3.9,(41 Reviews),Private,Mumbai + 12 more,19 years old,
9280,ARCOP Associates,3.3,(41 Reviews),Private,New Delhi + 3 more,52 years old,201-500 employees (Global)
9281,Network Bulls,4.0,(41 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",13 years old,51-200 employees (Global)
9282,Sarvatra Technolog...,4.3,(41 Reviews),Private,Pune + 6 more,22 years old,201-500 employees (India)
9283,SZI Technologies,2.6,(41 Reviews),Private,"Kolkata,West Bengal",12 years old,51-200 employees (Global)
9284,Shiv Nadar Univers...,4.4,(41 Reviews),Private,"Noida,Uttar Pradesh + 6 more",11 years old,501-1k employees (India)
9285,Technopak Advisors,2.9,(41 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",30 years old,201-500 employees (Global)
9286,anovIP,3.0,(41 Reviews),Private,New Delhi,201-500 employees (Global),
9287,Grazitti Interacti...,4.1,(41 Reviews),Private,"Panchkula,Haryana + 1 more",14 years old,201-500 employees (India)
9288,Arki Techno Consul...,3.1,(41 Reviews),Private,Bhubaneswar + 7 more,15 years old,201-500 employees (Global)
9289,Continental Carbon...,4.2,(41 Reviews),Private,Ghaziabad,22 years old,
9290,HMD Global,4.2,(41 Reviews),Private,Espoo + 18 more,6 years old,501-1k employees (Global)
9291,Mobicule Technolog...,2.8,(41 Reviews),Private,"Mumbai,Maharashtra + 1 more",14 years old,201-500 employees (Global)
9292,Indian Telephone I...,4.3,(41 Reviews),Public,Bengaluru + 12 more,74 years old,1k-5k employees (India)
9293,NISA Group Of Comp...,4.1,(41 Reviews),Private,Mumbai + 13 more,49 years old,50k-1 Lakh employees (Global)
9294,Morris Garages,4.3,(41 Reviews),Halol + 13 more,1k-5k employees (Global),,
9295,Lalamove,4.1,(41 Reviews),Kowloon Tong + 7 more,9 years old,1k-5k employees (Global),
9296,Phenix Data Outsou...,4.9,(41 Reviews),,,,
9297,QUADRANT RESOURCE ...,3.1,(41 Reviews),,,,
9298,SOGEFI ENGINE SYST...,3.3,(41 Reviews),Gurgaon/Gurugram + 1 more,,,
9299,Swissôtel,4.2,(41 Reviews),Zurich,42 years old,1k-5k employees (India),
9300,Joister Infoserve,3.5,(41 Reviews),Private,"Mumbai,Maharashtra + 5 more",17 years old,501-1k employees (Global)
9301,Precise Logistic S...,4.0,(41 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",13 years old,51-200 employees (Global)
9302,SRK Constructions ...,3.3,(41 Reviews),Private,Hyderabad + 5 more,40 years old,1k-5k employees (Global)
9303,Shri Ram Murti Sma...,3.8,(41 Reviews),Private,Bareilly + 1 more,32 years old,501-1k employees (Global)
9304,Chopra Industries,3.1,(41 Reviews),Private,Ludhiana + 10 more,501-1k employees (Global),
9305,SGD PHARMA,4.2,(41 Reviews),Private,"Puteaux,Haut De Seine + 1 more",126 years old,1k-5k employees (Global)
9306,Dr. Mehta's Hospit...,4.5,(41 Reviews),Private,Chennai + 3 more,89 years old,201-500 employees (Global)
9307,Emirates National ...,4.3,(41 Reviews),Private,Dubai + 1 more,29 years old,5k-10k employees (Global)
9308,Utracon Structural...,3.9,(41 Reviews),Private,Singapore + 9 more,24 years old,1k-5k employees (Global)
9309,HostBooks,2.6,(41 Reviews),"Gurgaon/Gurugram,Haryana",13 years old,201-500 employees (Global),
9310,Ib Automation Engi...,2.2,(41 Reviews),Private,Pune + 2 more,22 years old,
9311,Kare Partners Hear...,3.3,(41 Reviews),Private,"Chandigarh,Chandigarh + 8 more",10 years old,51-200 employees (Global)
9312,Hemani Industries,4.2,(41 Reviews),Public,Mumbai + 4 more,30 years old,501-1k employees (Global)
9313,Ghana Education Se...,4.0,(41 Reviews),Private,Accra,48 years old,5k-10k employees (Global)
9314,Premsons Motor Udy...,3.8,(41 Reviews),Private,"Ranchi,Jharkhand + 2 more",26 years old,
9315,Spl Infrastructure,4.2,(41 Reviews),Private,Chennai + 2 more,45 years old,201-500 employees (Global)
9316,Hydac,3.2,(41 Reviews),Sulzbach + 7 more,59 years old,5k-10k employees (Global),
9317,Hetero Biopharma,3.9,(41 Reviews),Hyderabad,13 years old,1k-5k employees (Global),
9318,Raymond Consumer ...,3.9,(41 Reviews),Mumbai + 15 more,,,
9319,MilestoneOS,4.2,(41 Reviews),Noida + 2 more,11-50 employees (India),,
9320,INTEGRAL SERVICES ...,3.9,(41 Reviews),Private,Kuwait City + 6 more,46 years old,5k-10k employees (Global)
9321,Biryani Blues,4.0,(41 Reviews),Private,Gurgaon + 3 more,11 years old,201-500 employees (Global)
9322,FINE COMPONENTS AN...,4.0,(41 Reviews),Private,Bengaluru + 2 more,25 years old,51-200 employees (Global)
9323,Amogha Polymers,4.3,(41 Reviews),Coimbatore + 12 more,6 years old,,
9324,Pure Gold Jeweller...,2.6,(41 Reviews),Dubai,33 years old,1k-5k employees (Global),
9325,Tranxit Technology...,4.2,(41 Reviews),Private,"Chennai,Tamil Nadu",5 years old,51-200 employees (India)
9326,Canixa Life Scienc...,3.2,(41 Reviews),Private,New Delhi + 9 more,14 years old,51-200 employees (Global)
9327,National Rural Liv...,4.3,(41 Reviews),New Delhi + 16 more,11 years old,,
9328,Rama group,3.6,(41 Reviews),Private,"Pune,Maharashtra + 12 more",32 years old,201-500 employees (Global)
9329,Raymond Consumer ...,3.9,(41 Reviews),Mumbai + 15 more,,,
9330,Collman Services,3.7,(41 Reviews),Chennai + 7 more,51-200 employees (Global),,
9331,Indian Army Corps ...,4.6,(41 Reviews),New Delhi + 20 more,242 years old,,
9332,Pure Gold Jeweller...,2.6,(41 Reviews),Dubai,33 years old,1k-5k employees (Global),
9333,Tranxit Technology...,4.2,(41 Reviews),Private,"Chennai,Tamil Nadu",5 years old,51-200 employees (India)
9334,Phenix Data Outsou...,4.9,(41 Reviews),,,,
9335,Lalamove,4.1,(41 Reviews),Kowloon Tong + 7 more,9 years old,1k-5k employees (Global),
9336,FINE COMPONENTS AN...,4.0,(41 Reviews),Private,Bengaluru + 2 more,25 years old,51-200 employees (Global)
9337,Joister Infoserve,3.5,(41 Reviews),Private,"Mumbai,Maharashtra + 5 more",17 years old,501-1k employees (Global)
9338,STP,3.8,(41 Reviews),Private,Whiteley + 11 more,27 years old,51-200 employees (Global)
9339,Mukesh & Associate...,3.9,(41 Reviews),Salem + 9 more,36 years old,,
9340,Itron,3.4,(41 Reviews),Private,"Liberty Lake,Washington + 7 more",45 years old,5k-10k employees (Global)
9341,Sigma Infosolution...,3.6,(41 Reviews),Public,"Irvine,California + 3 more",18 years old,201-500 employees (Global)
9342,S&T Interiors and ...,3.4,(40 Reviews),Private,Bengaluru + 4 more,45 years old,5k-10k employees (Global)
9343,Cabcon India,3.6,(40 Reviews),Private,Kolkata + 8 more,29 years old,201-500 employees (Global)
9344,Getco,3.9,(40 Reviews),Private,Vadodara + 12 more,23 years old,
9345,Chetak Logistics,2.9,(40 Reviews),New Delhi + 9 more,43 years old,201-500 employees (Global),
9346,Winny Immigration ...,4.0,(40 Reviews),Private,Ahmedabad + 5 more,40 years old,201-500 employees (Global)
9347,Tulip Infratech,3.7,(40 Reviews),Private,Gurgaon,17 years old,51-200 employees (Global)
9348,Cloud Big Data Tec...,3.2,(40 Reviews),Private,Dallas,38 years old,501-1k employees (Global)
9349,Jse Engineering,3.5,(40 Reviews),Private,Chennai + 6 more,17 years old,51-200 employees (Global)
9350,Asia Chennai Engin...,3.7,(40 Reviews),Private,"Chennai,Tamil Nadu + 4 more",59 years old,51-200 employees (Global)
9351,Delhiwala Zaheerud...,5.0,(40 Reviews),,,,
9352,BOLD Technology Sy...,4.0,(40 Reviews),Private,"San Juan,Puerto Rico + 2 more",18 years old,201-500 employees (Global)
9353,WAKEFIT INNOVATION...,3.8,(40 Reviews),Private,Bangalore + 8 more,8 years old,1k-5k employees (India)
9354,Kriya It,3.7,(40 Reviews),Private,Bengaluru + 2 more,12 years old,
9355,Podar World School,3.3,(40 Reviews),Private,Mumbai + 4 more,95 years old,5k-10k employees (Global)
9356,Qatar Fertiliser C...,4.5,(40 Reviews),Private,Mesaieed + 1 more,53 years old,1k-5k employees (Global)
9357,Renishaw,3.7,(40 Reviews),Private,"Wotton-under-Edge,Gloucestershire",49 years old,1k-5k employees (Global)
9358,S N N Builders,4.5,(40 Reviews),Private,Bengaluru + 1 more,28 years old,201-500 employees (Global)
9359,Hobel Bellows,4.4,(40 Reviews),Visakhapatnam + 1 more,,,
9360,Manya - The Prince...,3.3,(40 Reviews),Private,New Delhi + 10 more,20 years old,501-1k employees (Global)
9361,Ssnr Projects.pvt....,3.2,(40 Reviews),"Visakhapatnam/Vizag,Andhra Pradesh + 4 more",10 years old,201-500 employees (Global),
9362,Pyung Hwa,3.5,(40 Reviews),Daegu,72 years old,1k-5k employees (Global),
9363,Salasar Techno Eng...,4.0,(40 Reviews),Public,New Delhi + 5 more,16 years old,201-500 employees (Global)
9364,Akshar Elecinfra,3.9,(40 Reviews),Private,Vadodara + 4 more,36 years old,501-1k employees (Global)
9365,Process Constructi...,4.1,(40 Reviews),Private,Navi Mumbai + 4 more,16 years old,201-500 employees (Global)
9366,Uttara Foods And F...,4.2,(40 Reviews),Pune + 8 more,24 years old,501-1k employees (Global),
9367,EPIQ Systems,3.9,(40 Reviews),Hyderabad/Secunderabad + 1 more,,,
9368,Calyx Chemicals & ...,4.0,(40 Reviews),"Mumbai,Maharashtra + 4 more",43 years old,501-1k employees (Global),
9369,BHARAT TECHNO PLAS...,4.0,(40 Reviews),Private,Mumbai + 4 more,30 years old,51-200 employees (Global)
9370,Sigma Corporation ...,3.9,(40 Reviews),Private,New Delhi + 4 more,58 years old,501-1k employees (Global)
9371,Tiger Security Gua...,2.6,(40 Reviews),Private,Lucknow + 5 more,28 years old,
9372,The Sports Gurukul,4.2,(40 Reviews),LLP,Mumbai + 7 more,20 years old,11-50 employees (Global)
9373,Appsquadz Software...,3.6,(40 Reviews),Private,"Noida,Uttar Pradesh",8 years old,51-200 employees (India)
9374,Nipman Fastener In...,3.8,(40 Reviews),Gurugram + 6 more,25 years old,,
9375,Ikk Group Of Compa...,4.2,(40 Reviews),Jeddah + 2 more,53 years old,10k-50k employees (Global),
9376,HR Food Processing,3.9,(40 Reviews),Ranchi + 5 more,12 years old,11-50 employees (Global),
9377,Hamstech Institute...,3.9,(40 Reviews),Private,"Hyderabad/Secunderabad,Telangana",30 years old,201-500 employees (Global)
9378,ACN Infotech,4.1,(40 Reviews),Private,Visakhapatnam + 2 more,21 years old,201-500 employees (Global)
9379,Lingaya's Vidyapee...,2.8,(40 Reviews),Faridabad + 2 more,13 years old,201-500 employees (Global),
9380,ADNOC Drilling,4.1,(40 Reviews),"Abu Dhabi,Abu Dhabi + 1 more",50 years old,50k-1 Lakh employees (Global),
9381,Calcutta High Cour...,4.1,(40 Reviews),Public,Kolkata,160 years old,
9382,Merkle Sokrati,3.8,(40 Reviews),,,,
9383,Hudson Agile Techn...,2.9,(40 Reviews),Bengaluru + 2 more,23 years old,201-500 employees (Global),
9384,CLEARSYNTH,3.3,(40 Reviews),,,,
9385,GoMechanic - Adya ...,3.7,(40 Reviews),Gurgaon + 10 more,6 years old,201-500 employees (India),
9386,Al Mashariq Tradin...,2.4,(40 Reviews),Private,Dammam + 4 more,44 years old,1k-5k employees (Global)
9387,Disposafe Health A...,3.0,(40 Reviews),Public,"Delhi/NCR,New Delhi + 3 more",15 years old,1k-5k employees (India)
9388,South India Krishn...,4.4,(40 Reviews),Private,New Delhi + 1 more,13 years old,51-200 employees (Global)
9389,Jindal Pipes,4.3,(40 Reviews),Gurugram + 6 more,52 years old,,
9390,Cabcon India,3.6,(40 Reviews),Private,Kolkata + 8 more,29 years old,201-500 employees (Global)
9391,Getco,3.9,(40 Reviews),Private,Vadodara + 12 more,23 years old,
9392,Chetak Logistics,2.9,(40 Reviews),New Delhi + 9 more,43 years old,201-500 employees (Global),
9393,Winny Immigration ...,4.0,(40 Reviews),Private,Ahmedabad + 5 more,40 years old,201-500 employees (Global)
9394,Tulip Infratech,3.7,(40 Reviews),Private,Gurgaon,17 years old,51-200 employees (Global)
9395,Sigma Corporation ...,3.9,(40 Reviews),Private,New Delhi + 4 more,58 years old,501-1k employees (Global)
9396,Nipman Fastener In...,3.8,(40 Reviews),Gurugram + 6 more,25 years old,,
9397,Ikk Group Of Compa...,4.2,(40 Reviews),Jeddah + 2 more,53 years old,10k-50k employees (Global),
9398,Switching Avo Elec...,4.6,(40 Reviews),Public,Kolkata + 11 more,33 years old,501-1k employees (Global)
9399,Renishaw,3.7,(40 Reviews),Private,"Wotton-under-Edge,Gloucestershire",49 years old,1k-5k employees (Global)
9400,S N N Builders,4.5,(40 Reviews),Private,Bengaluru + 1 more,28 years old,201-500 employees (Global)
9401,Hobel Bellows,4.4,(40 Reviews),Visakhapatnam + 1 more,,,
9402,Qatar Fertiliser C...,4.5,(40 Reviews),Private,Mesaieed + 1 more,53 years old,1k-5k employees (Global)
9403,Manya - The Prince...,3.3,(40 Reviews),Private,New Delhi + 10 more,20 years old,501-1k employees (Global)
9404,Ssnr Projects.pvt....,3.2,(40 Reviews),"Visakhapatnam/Vizag,Andhra Pradesh + 4 more",10 years old,201-500 employees (Global),
9405,PMJ Gems & Jewelle...,2.5,(40 Reviews),Hyderabad + 6 more,58 years old,201-500 employees (Global),
9406,Cogenthub,2.5,(40 Reviews),Private,"Kolkata,West Bengal",6 years old,201-500 employees (Global)
9407,FMI Automotive Com...,4.4,(40 Reviews),51-200 employees (India),,,
9408,Atlas Documentary ...,3.8,(40 Reviews),Private,Mumbai + 13 more,11-50 employees (India),
9409,Anthelio Business ...,4.2,(40 Reviews),Bezons + 2 more,15 years old,1k-5k employees (Global),
9410,Mitra Industries,3.9,(40 Reviews),Private,Faridabad + 5 more,27 years old,501-1k employees (Global)
9411,On Demand Agility ...,3.6,(40 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",16 years old,1k-5k employees (Global)
9412,Aga Khan Rural Sup...,3.9,(40 Reviews),Private,Ahmedabad + 8 more,40 years old,51-200 employees (Global)
9413,Bossard,3.2,(40 Reviews),Zug + 4 more,191 years old,1k-5k employees (Global),
9414,S.R.Batliboi & Co.,3.3,(40 Reviews),London + 6 more,33 years old,201-500 employees (Global),
9415,Godavari Polymers,4.4,(40 Reviews),Private,Secunderabad + 6 more,31 years old,201-500 employees (Global)
9416,Dheeraj Realty,3.5,(40 Reviews),Mumbai,44 years old,,
9417,Disney Cruise Line,4.7,(40 Reviews),Kissimmee + 4 more,27 years old,1k-5k employees (Global),
9418,Cambridge Technolo...,3.9,(40 Reviews),"Atlanta,Georgia + 2 more",23 years old,201-500 employees (Global),
9419,Youngshin Automoti...,4.0,(40 Reviews),,,,
9420,Tci Freight,4.4,(40 Reviews),Public,Gurgaon + 21 more,64 years old,5k-10k employees (Global)
9421,Krebs Biochemicals...,4.0,(40 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 2 more",31 years old,11-50 employees (Global)
9422,Midmac Contracting...,4.5,(40 Reviews),Private,Doha + 1 more,47 years old,5k-10k employees (Global)
9423,Koncept Automobile...,3.9,(40 Reviews),New Delhi + 3 more,16 years old,,
9424,Jaikar Techno,3.8,(40 Reviews),Bokaro + 5 more,12 years old,,
9425,JIL Information Te...,4.2,(40 Reviews),Private,"Noida,Uttar Pradesh + 6 more",22 years old,201-500 employees (Global)
9426,Abengoa,4.5,(40 Reviews),Private,Seville + 7 more,81 years old,51-200 employees (India)
